Padrão,Frase,Nome da Música,Artista,Gênero Musical,Letra da Música
nome_adj,viola rosário,Viola Aquarela,Lourenço & Lourival,Sertanejo,"Viola cordeira que vem sorrateira
Rompendo as barreiras do nosso país
Viola parteira da canção campeira
Nasceu na esteira da moda raiz

Viola princesa teu som com certeza
Me mata a tristeza e me faz feliz
Viola encantada hoje em disparada
És idolatrada na capela e matriz

Viola astral espinha dorsal
Da história real da moda caipira
Viola paloma em seu idioma
Tirou o diploma estudando a catira

Viola tarimba água de cacimba
Que nunca catimba quem te inspira
Viola rosário assunto diário
Do meu calendário bordado em safira

Viola perfeita que no peito deita
E sabe a receita da boa canção
Viola aquarela verde e amarela
Que vive na tela da imaginação

Viola corista da grande conquista
De muitos artistas da nossa nação
Viola esmeralda doce mel da calda
Que hoje esbalda no meu coração"
nome_adj,viola perfeita,Viola Aquarela,Lourenço & Lourival,Sertanejo,"Viola cordeira que vem sorrateira
Rompendo as barreiras do nosso país
Viola parteira da canção campeira
Nasceu na esteira da moda raiz

Viola princesa teu som com certeza
Me mata a tristeza e me faz feliz
Viola encantada hoje em disparada
És idolatrada na capela e matriz

Viola astral espinha dorsal
Da história real da moda caipira
Viola paloma em seu idioma
Tirou o diploma estudando a catira

Viola tarimba água de cacimba
Que nunca catimba quem te inspira
Viola rosário assunto diário
Do meu calendário bordado em safira

Viola perfeita que no peito deita
E sabe a receita da boa canção
Viola aquarela verde e amarela
Que vive na tela da imaginação

Viola corista da grande conquista
De muitos artistas da nossa nação
Viola esmeralda doce mel da calda
Que hoje esbalda no meu coração"
nome_adj,viola corista,Viola Aquarela,Lourenço & Lourival,Sertanejo,"Viola cordeira que vem sorrateira
Rompendo as barreiras do nosso país
Viola parteira da canção campeira
Nasceu na esteira da moda raiz

Viola princesa teu som com certeza
Me mata a tristeza e me faz feliz
Viola encantada hoje em disparada
És idolatrada na capela e matriz

Viola astral espinha dorsal
Da história real da moda caipira
Viola paloma em seu idioma
Tirou o diploma estudando a catira

Viola tarimba água de cacimba
Que nunca catimba quem te inspira
Viola rosário assunto diário
Do meu calendário bordado em safira

Viola perfeita que no peito deita
E sabe a receita da boa canção
Viola aquarela verde e amarela
Que vive na tela da imaginação

Viola corista da grande conquista
De muitos artistas da nossa nação
Viola esmeralda doce mel da calda
Que hoje esbalda no meu coração"
nome_adj,viola esmeralda,Viola Aquarela,Lourenço & Lourival,Sertanejo,"Viola cordeira que vem sorrateira
Rompendo as barreiras do nosso país
Viola parteira da canção campeira
Nasceu na esteira da moda raiz

Viola princesa teu som com certeza
Me mata a tristeza e me faz feliz
Viola encantada hoje em disparada
És idolatrada na capela e matriz

Viola astral espinha dorsal
Da história real da moda caipira
Viola paloma em seu idioma
Tirou o diploma estudando a catira

Viola tarimba água de cacimba
Que nunca catimba quem te inspira
Viola rosário assunto diário
Do meu calendário bordado em safira

Viola perfeita que no peito deita
E sabe a receita da boa canção
Viola aquarela verde e amarela
Que vive na tela da imaginação

Viola corista da grande conquista
De muitos artistas da nossa nação
Viola esmeralda doce mel da calda
Que hoje esbalda no meu coração"
nome_NOUN,apeei,Cabocla Tereza (Part. Ratinho),Cezar & Paulinho,Sertanejo,"(""Lá no arto da montanha
Naquela casinha bem estranha
Toda feita de sapê
Parei uma noite a cavalo
Pra morde de dois estalo
Que ouvi lá dentro batê

Apeei meio sem jeito
Ouvi um gemido perfeito
Uma voz cheia de dô
Tereza vancê descansa
Jurei de fazê vingança
Pra morde do nosso amô

Pela fresta da janela
Vi uma luizinha amarela
Um lampião quase apagando
Eu vi uma cabocla no chão
E o cabra tinha na mão
Uma arma lumiando

Juntei meu cavalo a galope
Sangrei de espora e chicote
Eu judiei da anca do tá
Descemo a montanha abaixo
Gorpeando o meu macho
Seu dotô fui chamá

Subimo lá pra montanha
Naquela casinha estranha
Eu e mais o seu dotô
Lá topemo um cabra assustado
Que chamando nóis dois prum lado
A sua história contô"")

Há tempo eu fiz um ranchinho
Pra minha cabocla morá
Pois era ali nosso ninho
Bem longe deste lugá

No arto lá da montanha
Perto da luz do luá
Vivi um ano feliz
Sem nunca isto esperá

E muito tempo passou
Pensando em ser tão feliz
Mas a Tereza, doutor
Felicidade não quis

Pus meu sonho nesse olhar
Paguei caro o meu amor
Pra morde de outro caboclo
Meu rancho ela abandonou

Senti meu sangue fervê
Jurei a Tereza matá
O meu alazão arriei
E ela eu fui procurá

Agora já me vinguei
É este o fim de um amor
Essa cabocla matei
É a minha história, doutor"
sujeito_aux_verb,privilegiada,Saia Curta,Cezar & Paulinho,Sertanejo,"Menina da saia curta
Que passa na minha rua
Se eu morrer apaixonado, ai, ai
Ai menina, a culpa é sua

A cobiçar suas pernas
Como eu não vi ninguém
Te vejo todos os dias
Naquele seu vai e vem

Rebolado igual o seu
Outras meninas não tem
Beleza de suas pernas
É coisa que me convém

Menina da saia curta
Que passa na minha rua
Se eu morrer apaixonado, ai, ai
Ai menina, a culpa é sua

Você é privilegiada
E vai ter um bom futuro
A natureza caprichou
Nesse material tão puro

Você nem precisa pôr
Suas pernas no seguro
Porque estou de olho nelas
É no claro e no escuro

Menina da saia curta
Que passa na minha rua
Se eu morrer apaixonado, ai, ai
Ai menina, a culpa é sua

Você é fortificante
Bom que só me reanima
Na hora que você passa
Já sinto mudar o clima

Suas pernas torneadas
Parecem que tem um imã
Olho do joelho pra baixo
E penso do joelho pra cima

Menina da saia curta
Que passa na minha rua
Se eu morrer apaixonado, ai, ai
Ai menina a culpa é sua

Mas você não quer saber
Que eu estou na sua pista
E assim fica difícil
Te ganhar numa conquista

Para ter as suas pernas
Pertinho das minhas vistas
Só se eu fosse a sua saia
Ou então seu massagista

Menina da saia curta
Que passa na minha rua
Se eu morrer apaixonado, ai, ai
Ai menina a culpa é sua

Menina da saia curta
Que passa na minha rua
Se eu morrer apaixonado, ai, ai
Ai menina a culpa é sua"
sujeito_aux_NOUN,bobagem,Xiqueza Pura,Cezar & Paulinho,Sertanejo,"Miséria bate na casa
Bate intriga na família
Bate a falta de comida
Fica sem nada a vasilha

Quando bate uma melhora
Bate o sorriso da filha
Bate o amor, bate a beleza
Oh! meu Deus, que maravilha

Bate a ideia no poeta
Está feita a nova trilha
Bate o sucesso na praça
Mais uma estrela que brilha

O cheque bate no banco
Tem que bater a assinatura
Meu modão bate na praça
Sei que é xiqueza pura

Quem bate papo demais
Vira só fogo de palha
Quem bate certo e não erra
Batendo ganha a batalha

No cantor bate a confiança
Quando ele não se atrapalha
Quem bate firme na viola
Derruba qualquer muralha

Meu pagode bate e vende
E na loja não encalha
Bate recorde e sucesso
Bate em meu peito a medalha

O cheque bate no banco
Tem que bater a assinatura
Meu modão bate na praça
Sei que é xiqueza pura

No mourão bate a porteira
No coração a saudade
No jogo bate quem joga
Não bate quem tem vontade

No bate, bate da vida
Só tem valor a verdade
Tristeza bate e machuca
Recordando a mocidade

O fracasso também bate
Em quem não tem capacidade
Bate a falta de destreza
Se bater peso da idade

O cheque bate no banco
Tem que bater a assinatura
Meu modão bate na praça
Sei que é xiqueza pura

Bate com a cara no chão
O peão que não segura
Martelo bate no prego
O cravo na ferradura

A água bate na pedra
Bate, bate até que fura
Idade bate na gente
Vai embora a formosura

Doença bate pesado
Pouco tempo a gente dura
Bater com ela é bobagem
O final é a sepultura

O cheque bate no banco
Tem que bater a assinatura
Meu modão bate na praça
Sei que é xiqueza pura"
pronoun_aposto_adjetivo_noun,lembrança,Lembrança,Sérgio Reis,Sertanejo,"Lembrança por que não foges de mim?
Ajude a arrancar do peito essa dor
Afaste meu pensamento e o seu
Porque vamos reviver esse amor

Amando nós parecemos iguais
Eu tenho o meu lar e ela também
É triste ser prisioneiro e sofrer
Sabendo que a liberdade não vem

Vai, lembrança não volte mais
Para acalmar os meus ais
Neste dilema de dor
Vai para bem longe de mim
Não posso viver assim
Devo esquecer esse amor

Lembrança, já imaginaste o que é
Distante dois corações palpitar
Querendo juntos viver sem poder
Com outra ter que viver sem amar

Enquanto você, lembrança, não for
É esse o nosso dilema sem fim
Pensando nela eu vivo a sofrer
E ela também sofrendo por mim

Vai, lembrança não volte mais
Para acalmar os meus ais
Neste dilema de dor
Vai para bem longe de mim
Não posso viver assim
Devo esquecer esse amor"
sujeito_aux_adj,ricas,Mãe Amorosa,Sérgio Reis,Sertanejo,"Vocês já sabem qual o nome que eu adoro
E todos nós temos orgulho em dizer
É o nome de uma imagem tão querida
E que nunca nós devemos esquecer

É o nome da nossa velha mãezinha
É um tesouro pra quem sabe compreender
Que lutou tanto por nós, sofreu calada
Mas são bem poucos que sabem reconhecer

Quando os filhos estão todos pequeninos
As pobres mães se cansam de padecer
Pra não deixar faltar nada pros filhinhos
Elas trabalham muitas vezes sem poder

Se elas são ricas elas têm todo o conforto
Mas se são pobres elas vivem a sofrer
Elas fazem seu trabalho e não reclamam
E têm orgulho em ver os seus filhos crescerem

E depois que os filhos estão criados
Vem o destino a felicidade interromper
Uns se casam e outros vão para longe
Sempre deixando seu coração a doer

Um coração que vive cheio de saudade
De quem foi embora e demora pra se ver
Entre soluços ela se fecha num quarto
E seu consolo é uma lágrimas a correr

Como é bonito chamar o nome de mãe
E satisfeita ela vem nos atender
É o nome que na vida eu mais adoro
Porque ela é a razão do meu viver

É o mesmo que adorar Nossa Senhora
Que está no céu para sempre nos valer
Desprezá-la e fazer contrariedade
Esses pecados não levo quando morrer"
sujeito_adj,mandô,Sanfoninha da Sogra (Part. Zé do Rancho),Sérgio Reis,Sertanejo,"Na minha casa a coisa tá fervendo
Pois tá acontecendo que a minha muié
Comprou sanfona pra aprendê tocá
E a minha sogra ela mandô chamá

A minha sogra quando era moça
Era sanfoneira do arraiá
Em toda a festa ela é que tocava
E a turma dançava até se cansá

Naquele tempo ela tocava assim
Na baixaria respondia assim

Agora a sogra está bem veinha
E a sanfoninha não qué mais tocá
Está com o baixo todo enferrujado
E o teclado nem é bão falá

Quando ela puxa e fecha a sanfoninha
Faz um baruio de arrepiá
O fole dela tá tudo furado
Vai sortando vento por todo o lugá

Agora a sogra toca o fole assim
Na baixaria então responde assim

Aquele ensaio de ficá caduco
Só um maluco pode aguentá
É noite e dia aquela tormenta
Ninguém aguenta mais escutá

No meu cachorro de estimação
Deu uma congestão e o pobre morreu
Se aquele ensaio continuá
Quem se azará agora sou eu

Minha muié já toca o fole assim
E minha sogra então responde assim
Minha muié já toca o fole assim
E minha sogra então responde assim"
aposto_adjetivo_noun,mulheres perdição,Farrapo de Gente,Pedro Bento e Zé da Estrada,Sertanejo,"Adeus amigos das madrugadas perdidas
Minha esperança para sempre eu já perdi
Adeus mulheres, perdição da minha vida
Eu vou embora e nunca mais eu volto aqui

Meu violão quero deixar de presente
Ao infeliz que ocupar o meu lugar
Quem como eu venha fazer a essa gente
Viver sorrindo com vontade de chorar

Há muito tempo lá no centro da cidade
Deixei meu lar em um imenso mar de dor
Deixei aquela que me amava de verdade
Para sentir a tentação de um novo amor

E a minha esposa lamentando a negra sorte
Voltou de novo para a casa de seus pais
E hoje ela mil vezes prefere a morte
E ao meu lado não pretende voltar mais

Às vezes penso desertar da própria vida
Lembrando o homem que eu fui antigamente
Os maus amigos, as mulheres, a bebida
Me reduziram nesse farrapo de gente

Sinto a tristeza afugentar a minha calma
Porque perdi tanto dinheiro e tanta fama
E por castigo o que mais me dói na alma
É recordar que naufraguei meu lar na lama

E a minha esposa lamentando a negra sorte
Voltou de novo para a casa de seus pais
E hoje ela mil vezes prefere a morte
E ao meu lado não pretende voltar mais"
aposto_adjetivo_noun_det,mulheres bebida,Farrapo de Gente,Pedro Bento e Zé da Estrada,Sertanejo,"Adeus amigos das madrugadas perdidas
Minha esperança para sempre eu já perdi
Adeus mulheres, perdição da minha vida
Eu vou embora e nunca mais eu volto aqui

Meu violão quero deixar de presente
Ao infeliz que ocupar o meu lugar
Quem como eu venha fazer a essa gente
Viver sorrindo com vontade de chorar

Há muito tempo lá no centro da cidade
Deixei meu lar em um imenso mar de dor
Deixei aquela que me amava de verdade
Para sentir a tentação de um novo amor

E a minha esposa lamentando a negra sorte
Voltou de novo para a casa de seus pais
E hoje ela mil vezes prefere a morte
E ao meu lado não pretende voltar mais

Às vezes penso desertar da própria vida
Lembrando o homem que eu fui antigamente
Os maus amigos, as mulheres, a bebida
Me reduziram nesse farrapo de gente

Sinto a tristeza afugentar a minha calma
Porque perdi tanto dinheiro e tanta fama
E por castigo o que mais me dói na alma
É recordar que naufraguei meu lar na lama

E a minha esposa lamentando a negra sorte
Voltou de novo para a casa de seus pais
E hoje ela mil vezes prefere a morte
E ao meu lado não pretende voltar mais"
nome_NOUN,lairê,Flor do Ipê,Pedro Bento e Zé da Estrada,Sertanejo,"Eu nasci no mês de agosto
O mês da flor do ipê
Os campos ficam floridos
Que dá gosto a gente vê

Mas para mim é tristeza
Não posso me compreendê
Eu nasci no mês de agosto
Mas foi só para sofrer, oi lairê lairai

Da minha infância querida
Eu não consigo esquecê
Na porta da minha escola
Um lindo pé de ipê

Na hora do meu recreio
Ali eu me descansava
Parece que as flores dizia
Que a minha infância terminava, oi lairê lairai

Quando veio a mocidade
Pequenos dias risonhos
Passou na velocidade
No terminar de um sonho

Transformando meu sorriso
Num triste e amargo pranto
Eu choro ao ver no presente
Estes meus cabelos brancos, oi lairê lairai

Agora velho e cansado
Me resta pouca lembrança
Olho no campo da vida
Pequenas rosas balançam

No mês de agosto eu vejo
Os lindos pés de ipê
As flores nascem de novo
Só eu não volto a nascê, oi lairê lairai"
sujeito_aux_adj,casado,Galo Colorado,Pedro Bento e Zé da Estrada,Sertanejo,"O meu galo colorado
É dono deste terreiro
Galo picuiri pateta
Que cante noutro poleiro
Onde canta o colorado
Os outros fica calado
Porque respeita o guerreiro

Galo índio puro sangue
Peito largo resistente
Seu bico parece aço
Derrota qualquer valente
Sua asa é uma chibata
Sua espora fere e mata
Tem veneno igual serpente

O meu galo quando briga
Sua batida é forte
Quem apostar nele ganha
É campeão de sul a norte
É bonito e respeitado
Pra quebrar o colorado
Precisa ter muita sorte

Já ganhei muitas medalhas
Troféu eu tenho bastante
Uma moça de Londrina
Quis comprar o meu gigante
Eu dei de presente a ela
Casarei com a donzela
Grã-fina e muito elegante

Ela tem muito dinheiro
Compra e vende muito gado
Sua riqueza foi pouco
Pra comprar meu colorado
Meu galo é rei da rinha
E eu sou rei da rainha
Pois com ela estou casado"
sujeito_adj,matadeira,Mulher Matadeira,Pedro Bento e Zé da Estrada,Sertanejo,"Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido

Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido

Ela diz pra todo mundo
Que eu sou seu doce de coco
Que me quer na sua cama
Só pra me dar um sufoco
Mas quem se amarrou com ela
Já morreu ou ficou louco
Quantos provaram seu mel
Já foram pro beleléu
E ela diz que ainda é pouco

Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido

Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido

Ela pegou no meu pé
Só me vê já vem com prosa
Eu quero viver distante
Dessa cobra venenosa
Prefiro viver solteiro
Nesta vidinha gostosa
Deus me livre da malvada
Das garras dessa tarada
Dessa amante criminosa

Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido

Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido

Dessa fera perigosa
Eu não vou dizer o nome
Ela diz que é de carinho
Sua sede, sua fome
Que não tem sorte no amor
Porque os que não morrem some
Essa brasa na fogueira
Me falou que está solteira
Está procurando homem

Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido

Mulher matadeira
Já matou muitos marido
Diz que quer casar comigo
Por isso é que estou fugido"
nome_NOUN,esculpindo estrelas,Museu de Cristo,Pedro Bento e Zé da Estrada,Sertanejo,"Fiz a casa de taipa no alto da serra
Cobri com coqueiro, quem vê se admira
Eu fiz um fogão e um forno de lenha
Todinho de barro no gosto caipira

Fiz uma jangada e um samburá
Toda de taboca pra pescar traíra
Eu fiz um monjolo, também um engenho
Uma rede de esteira amarrada de embira

A essência divina da felicidade
É minha palhoça e meu mausoléu
Enfrento o sol com a camada de ozônio
Nas palhas trançadas do meu chapéu

E à noite eu sinto a presença de Cristo
Esculpindo estrelas no negro painel
No balanço da rede adormeço olhando
A lua mamando no peito do céu

Aqui onde eu moro a mãe natureza
Pinta quadros vivos para os olhos meus
As figuras nascem da polpa divina
E recebe a luz da placenta de Deus

Na tela infinita do grande universo
Também sou estampa no nascer dos seus
O sábio pintor com pincel invisível
Expõe suas obras em seu próprio museu

Sou tapiocano, caboclo matuto
Espinha dorsal da nossa nação
Sou escudo do sol e escravo da sorte
E também o elo no centeio do pão

Sou servo que vivo regando as flores
Sulcando esperança no seio do chão
Caipira eu nasci, caipira vou morrer
E jamais vou viver longe do meu sertão

Ave-Maria"
nome_adj,rosa traiçoeira,Rosa Traiçoeira,Pedro Bento e Zé da Estrada,Sertanejo,"Tenho uma história pra contar pra quem conhece
Quem escuta não se esquece dessa história tão sentida
Sou um coração que vive triste e que padece
Ai meu Deus, quem reconhece como é triste a minha vida

Tenho chorado com meu coração magoado
Só por causa de um passado cheio de felicidade
Este passado foi-se embora e não voltou
Pra mim ele só deixou triste dor de uma saudade

Felicidade é uma morena faceira
Que foi minha companheira a quem dei meu coração
Era uma linda morena dos olhos pretos
Seu olhar era morteiro natural lá do sertão

O meu amor cada vez era mais forte
Não pensava na má sorte da cruel desilusão
Rosa traiçoeira foi-se embora e não voltou
Meu rancho ela abandonou sem motivo e sem razão

Eu comparo esta minha sorte ingrata
Com a rosa lá da mata que a natureza criou
Mas o destino desfolhou minha ilusão
E a rosa pelo chão o vento cruel levou

Eu sou o cravo que fiquei aqui sozinho
Solitário num cantinho, de tristeza já murchou
Estou cumprindo o que manda a minha sorte
Agora só espero a morte pra acalmar a minha dor"
nome_adj,índia morena,Jurema,Gilberto e Gilmar,Sertanejo,"No estado de Mato Grosso
Foi lá que eu a conheci
Uma índia tão bonita
A mais bela que já vi

Era uma flor tão linda
No meio dos buriti
Foi encanto da floresta
Orgulho dos Guarani

Jurema, Jurema
Sua beleza a natureza transforma em flor
Jurema, Jurema
Índia morena tu não tens pena do meu amor

Se eu tivesse que lutar
Pra poder te possuir
Arriscava a minha vida
Pra tirar você daqui

Levaria pro meu rancho
Conforme te prometi
Pra ser minha companheira
Oh! minha índia Tupi

Jurema, Jurema
Sua beleza a natureza transforma em flor
Jurema, Jurema
Índia morena tu não tens pena do meu amor"
sujeito_adj,altaneira,Resposta do Soldado Sem Farda,Gilberto e Gilmar,Sertanejo,"Meu amigo da cidade
Que trabalha todo dia
Você também é um soldado
Em quem a pátria confia

No comércio e na indústria
Luta com sabedoria
No escritório e na arte
Você faz a sua parte
Dentro da democracia

Eu sendo simples roceiro
Com carinho fui lembrado
Por isso estou retribuindo
Com o meu muito obrigado

Somos soldados sem farda
Seguimos de braços dados
Formando duas trincheiras
Em defesa da bandeira
Deste Brasil adorado

A todos os governadores
E o senhor presidente
Queremos neste momento
Abraçar sinceramente

O nosso agradecimento
Muito embora humildemente
Por criarem o Mobral
E também o Funrural
Para o bem da nossa gente

Viva as Forças Armadas
Que engrandecem a nação
Os verdadeiros soldados
Que nos dão a proteção

Salve toda a medicina
E quem prega a religião
Parabéns aos estudantes
Com sua luta vibrante
Teremos mais instrução

Ao soldado feminino
Nossa mulher altaneira
Enviamos o abraço
De toda a classe roceira

Que Deus faça o seu caminho
Florido pelas roseiras
Consolo da nossa dor
Ela é o grande amor
Desta pátria brasileira"
sujeito_NOUN,revista,Que Culpa Eu Tenho,Liu & Léu,Sertanejo,"Acordei de manhãzinha
Deixei a cama em um segundo
Era quatro e vinte cinco
Eu lavei o rosto e caí no mundo

O problema é que à noite
Minha mulher com seu costume
Passou brigando comigo
Pelo castigo do seu ciúme

Eu não tenho culpa
Posso até jurar
Não vou bater asa
Eu saio de casa é pra trabalhar

Que culpa eu tenho
De ser seu marido
Sei que não sou santo
Mas no meu canto eu sou querido

Dou casa, cama e comida
Além de amor e muito carinho
Mas quando eu saiu e volto
Ela revista até meu bolsinho

Me beija por todo lado
E para aumentar o meu castigo
Um cheirinho diferente
De unha e dente briga comigo

Eu não tenho culpa
Posso até jurar
Não vou bater asa
Eu saio de casa é pra trabalhar

Que culpa eu tenho
De ser seu marido
Sei que não sou santo
Mas no meu canto eu sou querido

Apesar de tudo isso
A danadinha até que é boa
Traz a casa arrumadinha
Anda limpinha e não fica à toa

Mas se ela desconfiar
Que eu saí um pouco na contramão
A danada fica esperta
A briga é certa e não tem perdão

Eu não tenho culpa
Posso até jurar
Não vou bater asa
Eu saio de casa é pra trabalhar

Que culpa eu tenho
De ser seu marido
Sei que não sou santo
Mas no meu canto eu sou querido"
sujeito_aux_adv_adj,certinha,Tira o Copo da Mão Dela,Bruno e Barretto,Sertanejo,"Apaixonei, vou sossegar, pensei
Não apronto mais
Ela era tão certinha, me apresentou pros pais
Agora parece que vai, agora parece que vai

Vai desandar... porque meu jeito doido
Bagunçou com ela, pra quem não bebia
Quero ver tirar o copo da mão dela
Tira o copo da mão dela

Se for pra voltar cedo, ela não vai
Se for pra beber pouco, nem vira ai, ai
Se pensa que eu sou louco, ela é mais
Estrago a pessoa amada em sete dias

Se for pra voltar cedo, ela não vai
Se for pra beber pouco, nem vira ai, ai
Se pensa que eu sou louco, ela é mais
Estrago a pessoa amada em sete dias

Vai desandar... porque meu jeito doido
Bagunçou com ela, pra quem não bebia
Quero ver tirar o copo da mão dela
Tira o copo da mão dela

Se for pra voltar cedo, ela não vai
Se for pra beber pouco, nem vira ai, ai
Se pensa que eu sou louco, ela é mais
Estrago a pessoa amada em sete dias

Se for pra voltar cedo, ela não vai
Se for pra beber pouco, nem vira ai, ai
Se pensa que eu sou louco, ela é mais
Estrago a pessoa amada em sete dias"
sujeito_verb_NOUN,fique,Desacato,Zilo e Zalo,Sertanejo,"Dizem por aí
Que meu amorzinho vai mesmo embora
Vai ser muito triste
Mas esquecê-la logo consigo

Ela vai embora
Vai destruir todos os sonhos meus
Gosto muito dela, mas quem sou eu
Pra exigir que ela fique comigo

Se ela for embora
Juro que não a quero mais
Não quero mais vê-la
Nem que a saudade me obrigue

Se um dia mais tarde
Ela voltar pedindo perdão
Vou fechar pra ela meu coração
Se eu a perdoar, Deus que me castigue

Nem que eu passe
O resto da minha vida abandonado
Nem que a solidão
Caia sobre mim não procuro ela

Se ela quiser
Trate de cuidar bem de sua vida
Eu vou andar de cabeça erguida
E nunca mais quero saber dela

Eu a encontrei na rua
Jogada sem esperança
Lhe dei meu carinho
Lhe dei até sobrenome meu

Em troca disso
Estou recebendo esse desacato
Ela vive agora chutando o prato
Onde há muito tempo ela comeu

Todo mundo vai rir
Todos vão me gozar
As pedras que atirarem
Em cima de mim
Eu hei de suportar

Vai ser triste a queda
Mas não vou lamentar
Homem dever ser homem
E com fé em Deus
Hei de me levantar"
sujeito_adj,moças simples,Moças do Interior,Zilo e Zalo,Sertanejo,"Quando a lua sertaneja
Vem dar um passeio na grande cidade
Faz com que os sertanejos
Aqui residentes chorem de saudade

A lembrança do passado
É a dor mais triste de todas que há
Ai meu Deus quanta saudade
Da simplicidade das moças de lá

Moças simples do interior
Linda camponesa, rosto sem pintura
Quanta singeleza nessa criatura
Anjo de candura que houve seus pais

Que Deus te conserve simples
Com os seus costumes interioranos
Pois tenho receio que mudem seus planos
E daqui uns anos não existas mais

Não esqueço as caboclinhas
Através da vida que em meu caminho
Ai que noites de luar
Na areia branca do rio Douradinho

O caboclo de verdade
Não esqueça a terra que lhe viu nascer
Mesmo tendo quase tudo
Não existe estudo que o faça esquecer

Minha gente sertaneja
Em nenhum instante será esquecida
O sertão distante, a gente querida
Que nunca na vida seja abandonado

E as moças do interior
Imagens perfeitas da fidelidade
Aceitem lembrança do irmão da cidade
Que chora a saudade do sertão amado"
sujeito_aux_adj,birrenta,Mulher de Bem,Zilo e Zalo,Sertanejo,"O meu amorzinho
Sem mais nem menos me abandonou
Arranjou outro
Só pra me ver morrer de ciúme

Meu coração
Que anda feito escravo dela
Vive apanhando
E nunca perde o mau costume

Quando ela passa
Junto com outro em minha frente
O meu coração
Bate acelerado e quase dispara

Sinto no peito
Uma tristeza, uma ansiedade
Juro por Deus que tenho vontade
De pegar ela e cortar de vara

Ela é birrenta
É pirracenta, mas eu amanso
Não tenho jeito
De homem manso

Que vê o erro e não repara
Aqui comigo não tem
Negócio de vai e vem
Eu só respeito mulher de bem
Enquanto tem vergonha na cara


Quando ela passa
Junto com outro em minha frente
O meu coração
Bate acelerado e quase dispara

Sinto no peito
Uma tristeza, uma ansiedade
Juro por Deus que tenho vontade
De pegar ela e cortar de vara

Ela é birrenta
É pirracenta, mas eu amanso
Não tenho jeito
De homem manso

Que vê o erro e não repara
Aqui comigo não tem
Negócio de vai e vem
Eu só respeito mulher de bem
Enquanto tem vergonha na cara"
sujeito_aux_verb,abandonada,Siga Com Deus,Zilo e Zalo,Sertanejo,"Estou sabendo que você vai desprezar-me
Sei que aqui veio para dar-me a despedida
Já que não posso controlar seu pensamento
Siga com Deus, eterno amor da minha vida

Sei muito bem que vou sofrer, mas assim mesmo
Eu lhe desejo muita sorte, francamente
Porém se um dia você for abandonada
Pode voltar, a casa é sua novamente

Sabe, meu bem, que nunca mais vai encontrar
Alguém que goste de você mais do que eu
Sinceridade não se encontra em toda a parte
Não achará um outro amor igual ao meu

Se eu chorar em nossa triste despedida
Não tenha pena, eu lhe peço por favor
Lá bem distante se você sentir saudade
Pode voltar que ainda sou o seu amor"
nome_NOUN,formo,Ciúme,Os Filhos de Goiás,Sertanejo; Axé; MPB,"Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém
Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém

Eu tenho um amor que é tudo para mim
Sou maluco de ciúme, ninguém tira ela de mim
Eu tenho um amor que é tudo para mim
Sou maluco de ciúme, ninguém tira ela de mim

Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém
Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém

Eu fico nervoso se alguém mexer com ela
Formo guerra e topo briga tudo só por causa dela
Eu fico nervoso se alguém mexer com ela
Formo guerra e topo briga tudo só por causa dela

Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém
Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém

Eu não sou valente, mas também não sou medroso
Eu só brigo por amor porque sou muito amoroso
Eu não sou valente, mas também não sou medroso
Eu só brigo por amor porque sou muito amoroso

Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém
Quem tem amor tem, tem ciúme
Quem não tem, não tem ciúme de ninguém"
sujeito_adj,minas inteira,Estrela de Minha Vida,Os Filhos de Goiás,Sertanejo; Axé; MPB,"Eu amo a mulher mais bonita
Que existe no chão de Goiás
Teu encanto encanta meu mundo
Fim da guerra e começo da paz

Ela é uma estrela que brilha
Que o Brasil te aplaude de pé
A paixão de Minas inteira
Ela é uma flor morena
Que surgiu em forma de mulher

Apesar do grande amor esquecido
Tudo parece ilusão
Ela está sempre em meu pensamento
Porém distante do meu coração

Sempre percorrendo o mundo
Esta mulher em forma de flor
Sua voz emociona e encanta
Ela tem a feição de uma santa
Quisera eu possuir o seu amor

Se algum dia o vento do mundo
Soprar o seu sentimento
Murmurando palavras de amor
Com força do meu pensamento

Assim ela virá aos meus braços
Esquecendo seu mundo enfim
O castelo em forma de gaiola
Onde ela com sua viola
Cantará somente para mim"
