"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"33562","meu bom amigo","ninnojúnior","mpb","é diferente do amor que tem do pai 
tão diferente do amor que tem da mãe  de um irmão
e não precisa estar com a gente o tempo todo 
é na distância que ele estende sua mão    não diz não 
eu creio pra ver  eu oro pra ter
tão longe de ser meu inimigo
eu creio pra ver  eu oro pra ter
eu planto pra colher um bom amigo 
meu bom amigo meu eterno camarada 
meu aliado sangue bom de coração    às vezes diz não 
se multiplica a cada dia em cada esquina 
independente de qualquer religião    bom cidadão
refrão
vamos todos juntos viajar    vamos ver o mar 
ser livre sempre ser feliz    venha ser feliz 
e não há tempo ruím    se deus está aí  e aqui
ele está em mim
refrão
tudo d  bom  tudo bem 
tudo ten  tudo zem 
plante o bem  colha o bem  tudo vem 
que a vitória já é nossa  meu bom amigo","mpb"
"33563","aos filhos de touro","oswaldo montenegro","mpb","mas eu topei
com a estrela bailarina na rua dançando rock
de frente uma vitrine toda sexy
vidrada num anúncio de baton no vidro
preso com durex
 dura lex   sed lex 
um carro  um vestido e um brinco de ouro
presente de um rico industrial do signo de touro
 dura lex   sed lex 
quando é touro
é um meio fecundo
em cada semente plantada
um sorriso de gratidão
haja bom tempo ou não","mpb"
"33564","eternamente jeová","ninnojúnior","mpb","senhor elohim 
o poderoso  forte  criador
sagrado senhor 
que não tem começo e nem o fim
salve jeová 
salve  glória  salve à jeová 
toda honra  toda glória 
senhor el shadday 
o todo poderoso esplendor
justo é o senhor 
absoluto  grande  salvador
santo  santo  santo é deus 
eternamente santo é deus
senhor adonai 
soberano  eterno  pleno amor
ele é o que há 
infinitamente superior
louve  louve  louve à deus 
eternamente louve à deus
onipresente senhor 
que está em todo lugar
eternamente jeová  uôuh 
onisciente senhor 
que antecede o pensar
eternamente jeová  sim 
onipotente senhor 
faz tempestade se acalmar
eternamente jeová  eu sei 
benevolente senhor 
desejo nobre de amar
eternamente jeová  sim 
jeová raah 
jeová shalom 
jeová rafáh 
jeová nissi 
jeová shamah 
jeová jirêh 
jeová tsidkenu 
é     acreditar  uôuh 
eternamente jeová  éh 
é     confiar  eu sei  eu sei 
eternamente jeová 
  eu sou o alfa e o ômega  diz o senhor deus  aquele que é  e que era  e que há de vir       apocalipse         
 antes que tudo nascesse  de eternidade a eternidade  tú és deus       salmos        
  não ignoreis  para o senhor  um dia é como mil anos  e mil anos é como um dia       iipedro        
o senhor é o nosso pastor
o senhor é à nossa paz
o senhor é à nossa cura
o senhor é à nossa vitória
o senhor está sempre presente
o senhor é o nosso provedor
o senhor é à nossa justiça
incondicional amor
incondicionalmente amor","mpb"
"33565","deus fez pra você!","ninnojúnior","mpb","haja luz e houve luz
deus fez pra você 
o firmamento do céu
deus também fez pra você 
o sol alumiar o dia
deus fez pra você 
a lua alumiar a noite
deus também fez pra você 
a terra produziu à relva
deus fez pra você 
o bom perfume da flor
deus também fez pra você 
o arco íris que beija o mar
deus fez pra você 
à onda que abraça à areia
deus também fez pra você 
arvores que dão o fruto
deus fez pra você 
o sabor do alimento
deus também fez pra você 
água que você bebe
deus fez pra você 
e tudo o que você rege
deus também fez pra você 
deus fez 
fez por amor
tudo  tudo 
fez tudo pra você 
fez o mundo pra você 
gerações vem e vão
mas à terra permanece 
o sol se levanta e põe
o que foi tornará a ser
como disse o rei salomão
tudo é vaidade
pura inutilidade
foco na eternidade
deus fez pra você ","mpb"
"33566","basta crer pra ver","ninnojúnior","mpb","jesus cristo autorizou 
você ir adiante
nada vai te abalar 
seguro você vai ficar
jesus cristo autorizou 
você seguir adiante
nada vai te abalar 
com fé você chega lá  uôuh 
andei tão triste 
muito infeliz
desanimado e sem fervor 
hoje ando 
muito mais feliz
ando com meu senhor  unh  unh 
pode acreditar  ah 
que não há  e não há 
explicação
tudo posso nele  basta crer pra ver 
jesus cristo autorizou 
você ir adiante
nada vai te abalar 
seguro você vai ficar    eu sei 
jesus cristo autorizou 
você seguir adiante
nada vai te abalar 
com fé você chega lá  uôuh 
por quê tem que ser assim 
sempre perguntei
óh  meu deus quanta dor  unh  unh 
lembrei do servo jó 
que mesmo tão doente
fiél se manteve até o fim  uôu 
pode acreditar  ah 
que não há  e não há 
explicação
tudo é tão simples  basta crer pra ver 
você pode acreditar  ah 
que não há  e não há 
explicação
tudo posso nele  basta crer pra ver ","mpb"
"33567","ele é tudo o que há","ninnojúnior","mpb","pá  pará  pápárá bará  pará 
pá  pará  pápárá bará  pará 
ele é o senhor  ôh 
ele é o que há    ôh uh ah 
ele é pleno amor    ôh 
ele é tudo o que há    ah 
se todos têm um grande sonho    uh  uh  uh 
meu sonho é  viver em paz    paráparápará
ser livre como um passarinho    uh  uh  uh 
voar bem alto e ser capaz    ôôba 
ele é o senhor  ôh 
ele é o que há    ôh uh ah 
ele é pleno amor    ôh 
ele é tudo o que há    ah 
sai do frio vem pro quentinho    uh  uh  uh 
se aconchegue nas casa do pai    paráparápará
se às ruas têm muitos espinhos    uh  uh  uh 
receba o abraço do el shaday  adonai 
ele é o senhor  ôh 
ele é o que há    ôh uh ah 
ele é pleno amor    ôh 
ele é tudo o que há    ah 
luz  luz do sol
alegria do dia
luz  luz da lua
que clareia  noite inteira    deus é luz 
pá  pará  pápárá bará  pará 
pá  pará  pápárá bará  pará 
estou de pé 
ando sempre com fé 
    com fé  é  é 
nele eu confio    uh 
estou de pé 
ando sempre com fé 
    com fé  é  é 
nele estou vivo  uh 
ele é o senhor  ôh 
ele é o que há    ôh uh ah 
ele é pleno amor    ôh 
ele é tudo o que há    ah ","mpb"
"33568","bom conselho","oswaldo montenegro","mpb","ouça um bom conselho
que eu lhe dou de graça
inútil dormir a dor não passa
espere sentado
ou você se cansa
está provado  quem espera nunca alcança
venha  meu amigo
deixe esse regaço
brinque com meu fogo
venha se queimar
faça como eu digo
faça como eu faço
aja duas vezes antes de pensar
corro atrás do tempo
vim de não sei onde
devagar é que não se vai longe
eu semeio o vento
na minha cidade
vou pra rua e bebo a tempestade","mpb"
"33569","aos filhos de libra","oswaldo montenegro","mpb","era de libra como a lua vista assim é de cor de sal
era de libra como a luz das sete estrelas
forma algum sinal
era de libra quando dá um passo atrás
pra caminhar legal
era a balança universal
era harmonia como o ritmo da vida e o carnaval
era de libra como a brisa quando passa
e ondula o trigal
mas tinha medo de saber que o jogo da verdade
era fatal
era a balança universal
era de libra e amava a paz e a justiça natural
era de libra pra poder unir a idéia
ao seu material
o simbolismo da figura da mulher
paixão arterial
era a balança universal
era de libra como a valsa  o antigo egito e afinal
era de libra e tem a crença da beleza
e do encanto geral
a natureza da firmeza e oscilação
a simpatia e tal
era a balança universal","mpb"
"33570","aos filhos de peixes","oswaldo montenegro","mpb","é peixe quando pula e descortina
a clara possibilidade de mudar de opinião
é peixe quando sem ligar a seta muda o rumo
inverte a coisa  embola o pensamento e então
é peixe quando o germe da loucura
se transforma em claridade e anda pela contramão
é peixe quando anda no oceano de quarenta correntezas
sem nenhuma embarcação
é peixe quando salta o precipício da responsabilidade
e tem uma queda pra ilusão
é peixe quando anda contra o vento  desafia o sofrimento
e carrega o mundo com a mão
é peixe quando a luz do misticismo
se transforma na procura do princípio e da razão
é peixe quando anda no oceano de quarenta correntezas
sem nenhuma embarcação","mpb"
"33571","aos filhos de sagitário","oswaldo montenegro","mpb","era claro e sábio
era manso metade animal
e livre como ancião
que já não teme o final
eu amava e amava
adormecia com gosto de sal
na boca
e amava assim
com a devoção natural
dos deuses  dos animais
ah  quanto tempo atrás
ah  quantas noites passei
a galopar em você  doce centauro
amo você  doce centauro","mpb"
"33572","qualquer palavra serve","os paralamas do sucesso","mpb","ê
onde anda você
faz tempo que a gente não se vê
ê
batumaré
é sempre bom voltar
a luz se acendeu de novo
a porta nunca vai
se fechar
ê
batumaré
qualquer palavra serve
pra dizer
dessa alegria
a luz se acendeu de novo
a porta nunca vai se fechar
ê
batumaré","mpb"
"33573","por sempre andar","os paralamas do sucesso","mpb","por sempre andar  andar
sem nunca parar
pequenas coisas vão ficando pra trás
o desejo de aprender
ficou na segunda escola
o seda da pele
numa mesa de trabalho
a inocência para amar
na terceira desilusão
a melodia das palavras
no ruído do avião
o brilho do olhar
em algum ponto do caminho
a vontade de abraçar
no vício de ficar sozinho
solitário desde então
por sempre andar  andar
sem nunca parar
pequenas coisas vão ficando pra trás
tudo foi se desprendendo
levado pelo vento
eu sou o que chegou ao fim
é assim que eu me apresento
com o que sobrou de mim
  colaboração de cristine  patinha   tenho todas as letras dos paralamas do sucesso  patinhasmail hotmail com","mpb"
"33574","ponto de vista","os paralamas do sucesso","mpb","você aí em pé
você não deve saber
como é o mundo aos olhos de quem sofre
ao se mover
eu vou seguindo na luta
com problemas normais
olhando pra lá e pra cá
na indecisão
andando atrás de alguém
a quem não deixo em paz
olhando pro céu
com muita dor no coração
mas pensando
ah  o que é que há de errado em mim 
será o preço de tanta indecisão 
não desejo pra ninguém nada de ruim
faltam cordas novas no meu violão","mpb"
"33575","pétalas","os paralamas do sucesso","mpb","sou um homem que tem sobre a pele
pétalas
que tem sobre as unhas espinhos
cobrem o coração tantos nervos
sobram aos olhos delírios
sou um homem que tem como portas
janelas
de quem como a fome
carnívora
dorme na escuridão dos milagres
e cresce na geração dos seus filhos
e a mãe trago em mim também
sem sua mão  vou buscar caminho
no amor que desfaz meu ódio
no meus olhos  retrato vivo","mpb"
"33576","pólvora","os paralamas do sucesso","mpb","as teorias que explicam o universo
os versos que vasculham o coração
os garis  estivadores e arquitetos
a fé manipulada dos cristãos
as alegrias  alergias  os afetos
os fatos  frases  a simulação
o país ajoelhado  a morte  o sexo
a culpa e o olhar de acusação
o que é tudo isso diante da pólvora 
dessa paixão que se renova
os dias  datas de aniversário
os quartos de hotel  o avião
os livros  discos  dicionários
a madrugada e o olhar sem direção
os velhos  as crianças e os parques
os templos  tumbas e memoriais
a nova velha forma do desastre
bandeiras  panos  lenços  aventais
o que é tudo isso diante da pólvora 
dessa paixão que se renova
   
por abel ruyval
   ","mpb"
"33577","perplexo","os paralamas do sucesso","mpb","tentei te entender
você não soube explicar
fiz questão de ir lá ver
não consegui enxergar
desempregado  despejado  sem ter onde cair morto
endividado sem ter mais com que pagar
nesse país  nesse país  nesse país
que alguém te disse que era nosso
ah  ah  ah  ah   
mandaram avisar
que agora tudo mudou
eu quis acreditar
outra mudança chegou
fim da censura  do dinheiro  muda nome  corta zero
entra na fila de outra fila pra pagar
quero entender  quero entender  quero entender
tudo o que eu posso e o que não posso
não penso mais no futuro
é tudo imprevisível
posso morrer de vergonha
mas eu ainda estou vivo
segunda feira  terça feira  quarta feira
quinta feira  sexta feira  sábado de aleluia
eu vou lutar  eu vou lutar
eu sou maguila  não sou tyson ","mpb"
"33578","outra beleza","os paralamas do sucesso","mpb","outra beleza
outra beleza  você tem
que põe cama e mesa
e mais beleza no mundo também 
não tá frio da pedra  do bronze ou da tela
tá no olhar  tá no movimento dela
em cada suspiro de amor 
cada gesto de mão  cada novo sabor
cada ocasião em que a alma se revela 
o sol se põe na paisagem da minha janela
se o telefone tocar já sei que é ela
de caras e bocas e marcas
de ostentação  de comparação
não precisa não
você é muito mais bela  ","mpb"
"33579","pais tropical","os paralamas do sucesso","mpb","essa é a razão da simpatia
do poder  do algo mais  da alegria
moro num país tropical abençoado por deus
e bonito por natureza
mas que beleza 
em fevereito tem carnaval
eu tenho um fusca e um violão
sou flamengo e tenho uma nega chamada tereza
sambei que sambei
posso não ser um band leader    oh yeah 
mas lá em casa todos meus amigos 
todos meus camaradinhas me respeitam
essa e a razão da simpatia
do poder  do algo mais e da alegria","mpb"
"33580","patrulha noturna","os paralamas do sucesso","mpb","desce daí garoto
senão atiro em você
porque cê não mostra que é homem
porque cê não tenta correr
qual é seu guarda
que papo careta
só tô tirando chinfra bis
com a minha lambreta
tá bem seu guarda  eu me rendo
eu reconheço que sou marginal
eu colo nas provas da escola
eu gosto de ver nu frontal
qual é seu guarda
que papo careta
só tô tirando chinfra bis
com a minha lambreta
polícia é fogo  meu chapa
combate o crime de verdade
prende os garotos de moto
pra moralizar a cidade","mpb"
"33581","partir andar","os paralamas do sucesso","mpb","intro   e b  c m a 
e b 
partir andar  eis que chega
c m a
essa velha hora tão sonhada
c m b 
nas noites de velas acesas
g m a
no clarear da madrugada
e b 
só uma estrela anunciando o fim
c m a
sobre o mar sobre a calçada
c m b 
e nada mais te prende aqui
g m a
dinheiros  grades ou palavras
e b 
partir andar  eis que chega
c m a
não há como deter a alvorada
c m b 
pra dizer  um bilhete sobre a mesa
g m a
para mandar  o pé na estrada
e b 
tantas mentiras e no fim
c m a
faltava sempre uma palavra
c m b 
faltava quase sempre um sim
g m a
agora já não falta nada
g   g º
eu não quis  te fazer infeliz
am aº e
não quis     por tanto não querer  talvez quis   
e b  c m a
c m b  g m a
e b 
partir andar  eis que chega
c m a
essa velha hora tão sonhada
c m b 
nas noites de velas acesas
g m a
no clarear da madrugada
e b 
só uma estrela anunciando o fim
c m a
sobre o mar sobre a calçada
c m b 
e nada mais te prende aqui
g m a
agora já não falta nada   ","mpb"
"33582","os grãos","os paralamas do sucesso","mpb","tudo o que te ensina existe solto por aí
de frente a quem te leva e te domina por amor
calor de força no pescoço  sombra e água ruim
a vida que eu não tinha ainda agora começou
um outro sonho tanto quanto os que já vivi
um belo dia o sol do amor e a sombra da paixão
e vê a linha fina que separa aqui e ali
já não escolhe  não distingue  tras dentro de si
os grãos","mpb"
"33583","passo lento","os paralamas do sucesso","mpb","te peço calma para que eu absorva tudo
que eu aprenda enquanto sofra
te peço um tempo pra
concatenar cada elemento
em passo lento  mas  ao sopro
do vento
é um entra e sai de moda
muitas barreiras a redefinir fronteiras
não quero estar estar em seu lugar
aonde eu for local
e você for só uma estrangeira
hoje eu não te vejo
ainda assim te mando beijos
por sentir tanta amplitude no
desejo","mpb"
"33584","posso até dizer que sim","os paralamas do sucesso","mpb","eu sei  você sabe também o que é bom ou ruim
não há outra pessoa no mundo
que faça o que você faz por mim
então  você me beija mais um pouco
sensação que nem parece mais ter fim
posso até dizer que sim
não sei mas você não sabe também
o que me importa saber
não há nada no mundo que eu queira mais
só quero estar com você
então  você me beija mais um pouco
sensação que nem parece mais ter fim
posso até dizer que sim
não sei mas você não sabe também
o que me importa saber
não há nada no mundo que eu queira mais
só quero estar com você
então  você me beija mais um pouco
sensação que nem parece mais ter fim
posso até dizer que sim   x ","mpb"
"33585","partir, andar","os paralamas do sucesso","mpb","partir  andar  eis que chega
é essa velha hora tão sonhada
nas noites de velas acesas
no clarear da madrugada
só uma estrela anunciando o fim
sobre o mar  sobre a calçada
e nada mais te prende aqui
dinheiro  grades ou palavras
partir  andar  eis que chega
não há como deter a alvorada
pra dizer  um bilhete sobre a mesa
pra se mandar  o pé na estrada
tantas mentiras e no fim
faltava só uma palavra
faltava quase sempre um sim
e agora já não falta nada
eu não quis
te fazer infeliz
não quis
por tanto não querer
talvez fiz
partir  andar  eis que chega
é essa velha hora tão sonhada
nas noites de velas acesas
no clarear da madrugada
tantas mentiras e no fim
faltava só uma palavra
faltava quase sempre um sim
e agora já não falta nada
não falta nada 
não falta nada","mpb"
"33586","óculos","os paralamas do sucesso","mpb","se as meninas do leblon
não olham mais pra mim 
eu uso óculos
e volta e meia
eu entro com meu carro pela contramão
eu tô sem óculos
se eu tô alegre
eu ponho os óculos e vejo tudo bem
mas se eu tô triste eu tiro os óculos
eu não vejo ninguém
por que você não olha pra mim 
me diz o que é que eu tenho de mal
por que você não olha pra mim 
por trás dessa lente tem um cara legal   
eu decidi dizer que eu nunca fui o tal
era mais jogo se eu tentasse
fazer charme de intelectual
se eu te disser
periga você não acreditar em mim 
eu não nasci de óculos   
eu não era assim   
por que você não olha pra mim 
me diz o que é que eu tenho de mal 
por que você não olha pra mim 
por trás dessa lente tem um cara legal 
por que você não olha pra mim 
por que você diz sempre que não 
por que você não olha pra mim 
por trás dessa lente também bate um coração ","mpb"
"33587","o rouxinol e a rosa","os paralamas do sucesso","mpb","sob o céu frio e cinza
um impasse e poucas opções
não há rosas no jardim
e há tempos não se ouvem os rouxinóis 
se eu soubesse amar  eu cravaria
um espinho em meu pobre coração
vermelha então seria a rosa
e entre todas brilharia como o sol
mas por um instante eu duvidei
e o sangue então se derramou em vão
morreu por nada o rouxinou
e a rosa não chegou às tuas mãos 
sob o céu frio e cinza
um impasse e poucas opções
não há rosas no jardim
e há tempos não se ouvem os rouxinóis   ","mpb"
"33588","olha a gente aí (citação do poema: ó sino da minha aldeia)","os paralamas do sucesso","mpb","olha a gente aí
virando o planeta do avesso
não lembro e ás vezes esqueço
onde eu estou e onde pensava estar
olha a gente aí
sob o sol ou o brilho da lua
num salão refinado ou na rua
ao sabor do vento que soprar
sino da minha aldeia
tão triste na tarde calma
cada tua badalada
soa dentro da minha alma
terminente ao teu soar
tão como triste da vida
busco saber respirar
minha alma voa perdida
tento buscar nos sonhos
alguma renovação
que faça menos medonhos
os versos desta canção
ver por fim os meus caminhos
bons motivos pra sonhar
belas flores sem espinhos
perfume de embriagar","mpb"
"33589","o rio severino","os paralamas do sucesso","mpb","um tísico à míngua espera a tarde inteira
pela assistência que não vem
mas vem de tudo n água suja  escura e espessa deste
rio severino  morte e vida vêm
mas quem não tem abc não pode entender hiv
nem cobrir  evitar ou ferver
o rio é um rosário cujas contas são cidades
à espera de um deus que dê
quem possa lhes dizer
o que é que você tem
o que é que eu posso te dizer
me diz  o que é que você tem
o que é que você tem
o que é que você tem
a quem se pode recorrer
me diz o que é que você tem
é muita gente ingrata reclamando de barriga d água cheia
são maus cidadãos
é essa gente analfabeta interessada em denegrir
a boa imagem da nossa nação
és tu brasil  ó pátria amada  idolatrada
por quem tem acesso fácil a todos os teus bens
enquanto o resto se agarra no rosário  e sofre e reza
à espera de um deus que não vem
o que é que eu posso te dizer
me diz o que é que você tem
o que é que você tem
o que é que você tem
a quem se pode recorrer
me diz o que é que você tem ","mpb"
"33590","o palhaço","os paralamas do sucesso","mpb","no que o palhaço apareceu
o trovador desentrosou
a freira em férias riu
no sol nosso amor pousou
amarelo é a cor do santo
os acordos são diversos
de ler tanto os olhos cansam
sem saber o tom do terço
há quem viva em oração
não só pra pedir perdão
mas pra se ligar na vida
da chegada à despedida
mas tá tudo tão além
penso nisso e fico em paz
mando beijos pro meu bem
tanta falta o amor me faz","mpb"
"33591","o muro","os paralamas do sucesso","mpb","tudo escuro
tudo em volta é muro
e a sombra de um futuro
que já não se sabe mais como parar
todos fogem
e quase niguém se comove
correndo pra se esconder
sem coragem pra voltar e ajudar
será que quem puxa o gatilho
vê que são pais  irmãos e filhos
que já não sabem mais dizer
de que lado o mal está
se está em frente
ou por todos os lados
seguimos todos calados
e ninguém sabe mais rezar
do morto se sabe pouco
do rosto  que é como os outros
da vida  que o preço era baixo
do sangue  que secou no asfalto
da sina que era de morte
da morte  que foi violenta
e só se vê a diferença
na profundeza do corte","mpb"
"33592","o homem","os paralamas do sucesso","mpb","o homem traz em si a santidade e o pecado
lutando no seu íntimo
sem que nenhum dos dois prevaleça
o homem tolo se põe a lutar por um lado
até perceber
que golpeia e sente a dor
ele é o alvo da própria violência
só então vê
que às vezes o covarde é o que não mata
que às vezes é o infiel que não trai
as vezes benfeitor é quem maltrata
nenhuma doutrina mais me satisfaz
nenhuma mais","mpb"
"33593","o retirante harry-dean","os paralamas do sucesso","mpb","ainda vai ter que andar muito sob o sol
abotoar cada botão do paletó
juntar poeira e vento ao seu suor
remoer um pensamento
como harry dean
harry dean stanton
ainda falta  prá cruzar este deserto
ignorar a tudo e a todos  longe ou perto
não levantar as mãos  os olhos  ficar quieto
como uma estátua de cimento 
como harry dean
harry dean stanton
se consumir na obsessão  fugir do mundo
ser um mendigo  andarilho  vagabundo
ser imóvel  surdo  cego  quase mudo
e escolher o momento
como harry dean
harry dean stanton","mpb"
"33594","o trem da juventude","os paralamas do sucesso","mpb","minha alma é lavada desencardida
e quem destratou a sua vida foi você
desamarrada  desempedida  desarmada
voa livre pelo mundo até escurecer
ebm ab c 
quando faz frio perto do mar
c m f  b
quando nao há nuvens no céu
bm e a d
quando sopra o vento terral de manhã
g  c  f 
vale a pena acordar pra ver
f 
sempre atrasada  sempre iludida
de que vai voltar à vida que você deixou
o tempo  os homens
as marcas de noites e dias mal vividos
nada disso te perdoou
ebm ab c 
rede de surfistas no mar
c m f  b
ligados por computador
bm e a d
novas maravilhas pra se admirar
g  c  f 
não me venha com a velha dor
ebm ab c 
o trem da juventude é veloz
c m f  b
quando foi olhar já passou
bm e a d
os trilhos do destino cruzando entre nós
g  c  f 
pela vida  trazendo o novo 
 eb f  ","mpb"
"33595","o amor não sabe esperar","os paralamas do sucesso","mpb","sopra leve o vento leste
e encrespa o mar
eu ainda te espero chegar
vem a noite
cai seu manto escuro devagar
eu ainda te espero chegar
não telefone  não mande carta
não mande alguém me avisar
não vá pra longe  não me desaponte
o amor não sabe esperar
ficar só é a própria escravidão
ver você é ver na escuridão
e quando o sol sair
pode te trazer pra mim
abro a porta  enfeito a casa
deixo a luz entrar
eu ainda te espero chegar
escrevo versos
rosas e incenso para perfumar
eu ainda te espero chegar
não telefone  não mande carta
não mande alguém me avisar
não vá pra longe  não me desaponte
o amor não sabe esperar
estar só é a própria escravidão
ver você é ver na escuridão
e quando o sol sair
tudo vai brilhar pra mim
estar só é a própria escravidão
ver você é ver na escuridão
e quando o sol sair
pode te trazer pra mim","mpb"
"33596","o que eu não disse","os paralamas do sucesso","mpb","não importa o castigo
preço dessa confissão
se você não me esquecer
eu me rendo ao perigo
de tua doce invasão
e o que mais acontecer
nem mistério  nem destino
é somente amor
ser feliz é estar contigo
eu não aprendi nos livros
nem nos filmes de paixão
o que eu faço por você
ser feliz é estar contigo
mesmo que essa sensação
não se deixe perceber","mpb"
"33597","o caminho pisado","os paralamas do sucesso","mpb","da cama pro banho  do banho pra sala
o sono persiste  o sol não tarda
a vida insiste em servir um velho ritual
que sempre serve a tantos outros
o mesmo pão comido aos poucos
se senta e abre o jornal
tudo parece normal
um dia a menos  um crime a mais
no fundo  no fundo  no fundo tanto faz
já é hora de vestir o velho paletó surrado
e caminhar sobre o caminho pisado
que o conduz rumo à batalha que inicia cada dia
conseguir um lugar pra sentar e sonhar no lotação
e é tudo igual  igual  igual  igual    
no fim dos dias úteis há dias inúteis
que não bastam pra lembrar ou pra esquecer de quem se é
o ar pesado nesse bairro pesado em plena barra pesada
a mão pesada vem oferecer
e conta os trocados contando vantagem
e toma uma bola  começa a viagem
e enquanto não chegar a velha hora
que inicía cada dia
em várias partes da cidade  por lazer ou rebeldia
a mão pesada se abrirá
oferecendo a garantia barata de que tudo vai mudar
e é tudo igual  igual  igual    ","mpb"
"33598","o calibre","os paralamas do sucesso","mpb","eu vivo sem saber até quando ainda estou vivo
sem saber o calibre do perigo
eu não sei  da onde vem o tiro   x 
por que caminhos você vai e volta 
aonde você nunca vai
e que esquinas você nunca para 
à que horas você nunca sai 
há quanto tempo você sente medo 
quantos amigos você ja perdeu 
entrincheirado vivendo em segredo
e ainda diz que não é problema seu
e a vida já não é mais vida
no caos ninguém é cidadão
as promessas foram esquecidas
não há estado  não há mais nação
perdido em números de guerra
rezando por dias de paz
não ve que a sua vida aqui se encerra
com uma nota curta nos jornais
eu vivo sem saber até quando ainda estou vivo
sem saber o calibre do perigo
eu não sei  da onde vem o tiro   x 
por que caminhos você vai e volta 
aonde você nunca vai
e que esquinas você nunca para 
a que horas você nunca sai 
há quanto tempo você sente medo 
quantos amigos você ja perdeu 
entrincheirado vivendo em segredo
e ainda diz que não é problema seu
a vida já não é mais vida
no caos ninguém é cidadão
as promessas foram esquecidas
não há estado  não há mais nação
perdido em números de guerra
rezando por dias de paz
não ve que a sua vida aqui se encerra
com uma nota curta nos jornais
eu vivo sem saber até quando ainda estou vivo
sem saber o calibre do perigo
eu não sei  da onde vem o tiro   x 
eu vivo sem saber   
até quando ainda estou vivo","mpb"
"33599","o beco","os paralamas do sucesso","mpb","no beco escuro explode a violência
eu tava preparado
descobri mil maneiras de dizer o teu nome
com amor  ódio  urgência
ou como se não fosse nada
no beco escuro explode a violência
eu tava acordado
ruinas de igrejas  seitas sem nome
paixão  insônia  doença  liberdade vigiada
no beco escuro explode a violência
no meio da madrugada
com amor  com ódio  urgência
ou como se não fosse nada
mas nada perturba o meu sono pesado
nada levanta aquele corpo jogado
nada atrapalha aquele bar ali na esquina
aquela fila de cinema
nada mais me deixa chocado
correção  panic","mpb"
"33600","o amor dorme","os paralamas do sucesso","mpb","todo amor
todo amor dorme
numa caixa  numa gaveta  numa sala escura
que às vezes visito
como hoje num sonho
como deneuve entre os pombos
a abençoar seus queridos
e o tempo  senhor dos enganos
apaga os momentos sofridos
e aqui te traz vez por outra
a passar umas horas comigo
ficamos nós dois entre sonhos
de amores novos e antigos
te beijo no escuro silêncio da sala
que às vezes visito","mpb"
"33601","nebulosa do amor","os paralamas do sucesso","mpb","lá fora é tudo cinza e azul
é a hora mais mais propícia
vê se a olho nu
cruzando o céu
pequenas astronaves do amor
vindas de um planeta
da nebulosa do amor
ontem  hoje  outro dia já passou
alguém que eu não conhecia
hoje me mostrou
cruzando o céu
pequenas astronaves do amor
vindas de um planeta
da nebulosa do amor ","mpb"
"33602","não posso mais","os paralamas do sucesso","mpb","se o amor é deus
rei de um reino
água no copo
prato e colher
uma igreja ergo
pra rendê lo
um poço cavo
pra encontrar
mar água lago
o seu refresco
vento bandeira
a tremular
flor que nasce
da semente
mente inventa
circular
eu não posso mais
não posso mais
não posso mais
não posso mais viver
sem você
se o amor não vem
como vivemos 
puro veneno
pra amargar
guarda o corpo
o seu silêncio
uma adaga
a perfurar
se o amor é rei
deus de um tempo
nas suas águas
vou mergulhar
do seu sabor
não tenho medo
sua boca quero beijar","mpb"
"33603","o fundo do coração","os paralamas do sucesso","mpb","ah  se eu soubesse aonde se esconde
quem nunca aparece
está sempre tão longe
hoje eu li no céu o teu nome
eu quero tudo dessa madrugada
deixo a luz acesa
pra tua chegada
há um carrossel de todas as cores
nada me espanta
sou quase feliz
eu sempre pergunto
você nunca diz
se é assim o amor
sempre por um triz","mpb"
"33604","não me estrague o dia","os paralamas do sucesso","mpb","gerando um filho
fazendo um acerto
plantando milho
estou em reunião
pedindo aumento
não estrague o meu dia
passando fome
diga que eu não estou
na construção
num belo apartamento
no hospital
num restaurante francês
ajoelhado
oh  não  é você de novo
está faltando
ainda é começo de mês
nada justifica essa dor
é tua alma brasileira que ainda veste essa cor
nada justifica essa dor
é tua alma posta a venda sem achar comprador","mpb"
"33605","não adianta","os paralamas do sucesso","mpb","não vai mudar
promessas nem rezas
não vai voltar
o tempo  os dias
fecha os olhos pra ter a sensação
aquela tarde não é mais não
não adianta
vizinhos  polícia
não vai voltar
o tempo  os dias
em que tudo ainda estava no lugar
abra os braços  abrace o que sobrar","mpb"
"33606","nada será como antes","os paralamas do sucesso","mpb","sei que nada será como está
amanhã ou depois de amanhã
resistindo na boca da noite um gosto de sol
eu já estou com o pé nessa estrada
qualquer dia a gente se vê
sei que nada será como antes amanhã
que notícias me dão dos amigos 
que notícias me dão de você 
sei que nada será como está
amanhã ou depois de amanhã
resistindo na boca da noite um gosto de sol
num domingo qualquer  qualquer hora
ventania em qualquer direção
sei que nada será como antes  amanhã
que notícias me dão dos amigos 
que notícias me dão de você 
sei que nada será como está
amanhã ou depois de amanhã
resistindo na boca da noite um gosto de sol","mpb"
