"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"46445","tô solteira de novo","valesca popozuda","funk-carioca","eu cansei de ser sua rainha
eu não quero você na minha vida
e que se dane o que você diz pro povo
eu  eu tô solteira de novo
 daquele jeito 
eu tô solteira de novo
 daquele jeito 
eu tô solteira de novo
 daquele  daquele jeito 
de novo  de novo  de novo
 daquele jeito 
é forte o babado
acionei o contatinho guardado
chamei no insta aquele bofe safado
hoje eu escolho quem eu fico  agarro
rebolo  beijo  me acabo
é forte o babado
acionei o contatinho guardado
chamei no insta aquele bofe safado
hoje eu escolho quem eu fico  agarro
rebolo  beijo  me acabo
eu cansei de ser sua rainha
eu não quero você na minha vida
e que se dane o que você diz pro povo
eu  eu tô solteira de novo
 daquele jeito 
eu tô solteira de novo
 daquele jeito 
eu tô solteira de novo
 daquele  daquele jeito 
de novo  de novo  de novo
 daquele jeito 
é forte o babado
acionei o contatinho guardado
chamei no insta aquele bofe safado
hoje eu escolho quem eu fico  agarro
rebolo  beijo  me acabo
é forte o babado
acionei o contatinho guardado
chamei no insta aquele bofe safado
hoje eu escolho quem eu fico  agarro
rebolo  beijo  me acabo
eu cansei de ser sua rainha
eu não quero você na minha vida
e que se dane o que você diz pro povo
eu  eu tô solteira de novo
 daquele jeito 
eu tô solteira de novo
 daquele jeito 
eu tô solteira de novo
 daquele  daquele jeito 
de novo  de novo  de novo
 daquele jeito 
eu tô solteira de novo
eu tô solteira de novo
 daquele jeito 
de novo  de novo  de novo
 daquele jeito ","funk"
"46446","apaga a luz","verônica costa","funk-carioca","apague a luz
deixa que a minha voz conduz
apague a luz
vem fazer de um jeito que eu propus
me chama de tchutchuca  preparada  glamourosa
e de danada de gostosa e abusada
me chama de tchutchuca  preparada  glamourosa
e de danada de gostosa e abusada e se
é só pedir que eu até rebolo para você
e se pedir eu até rebolo ate rebolo
e se pedir eu até rebolo para você
e se pedir eu até rebolo
e se pedir eu até rebolo para você
e se pedir eu até rebolo até rebolo
e se pedir eu até rebolo para você
e se pedir eu até rebolo","funk"
"46447","agacha e levanta","verônica costa","funk-carioca","tem que ter disposição 
quem canta e dança os seus males espanta 
quem canta e dança os seus males espanta 
com a mãe loira agacha e levanta 
com a mãe loira agacha e levanta 
levanta  levanta  levanta  agacha e levanta  levanta  levanta 
levanta  levanta  levanta  agacha e levanta  levanta  levanta 
chão  chão  chão  chão  chão  chão  chão  chão 
com a mãe loira tem que ter disposição 
chão  chão  chão  chão  chão  chão  chão  chão 
com a mãe loira tem que ter disposição 
levanta cheirosa  com a mãe loira tem que ter disposição ","funk"
"46448","eu sou a diva que você quer copiar","valesca popozuda","funk-carioca","o meu brilho você quer
meu perfume você quer
mas você não leva jeito
pra ter sucesso  amor  tem que fazer direito
eu já falei que eu sou toop
que eu sou poderosa
veja o que eu vou te falar
eu sou a diva que você quer copiar
se der mole  te limpo todinho
tudo bem  demorou  não faz mal
passo o rodo e dou uma esfregada
o meu brilho é natural
abre o olho se não eu te pego
e te dou uma escovada
toma vergonha na cara
sai pra lá falsificada
o meu brilho você quer
meu perfume você quer
mas você não leva jeito
pra ter sucesso  amor  tem que fazer direito
eu já falei que eu sou top
que eu sou poderosa
veja o que eu vou te falar
eu sou a diva que você quer copiar
o meu brilho você quer
meu perfume você quer
mas você não leva jeito
pra ter sucesso  amor  tem que fazer direito
eu já falei que eu sou top
que eu sou poderosa
veja o que eu vou te falar
eu sou a diva que você quer copiar
se der mole  te limpo todinho
tudo bem  demorou  não faz mal
passo o rodo e dou uma esfregada
o meu brilho é natural
abre o olho senão eu te pego
e te dou uma escovada
toma vergonha na cara
sai pra lá falsificada
o meu brilho você quer
meu perfume você quer
mas você não leva jeito
pra ter sucesso  amor
eu já falei que eu sou top
que eu sou poderosa
veja o que eu vou te falar
eu sou a diva que você quer copiar
fim  ","funk"
"46449","viado","valesca popozuda","funk-carioca","aiaiai ai
aiaiaiaiaiaiai
aiaiai ai
aiaiai ai
aiaiaiaiaiaiai
aiaiai ai
viado 
viado  hoje eu quero te ver
tô doida pra te fofocar
eu disse que eu ia fazer
você não quis acreditar
que ontem eu botei pra ferver
hãm  ninguém mandou duvidar
agora ele já entendeu
valesca sabe provocar gostoso
é meu jeito perigoso
várias ficadas e tal
sento e rebolo gostoso
é meu um jeito perigoso
várias ficadas e tal
ai ai ai
aiaiai ai
aiaiaiaiaiaiai
aiaiai ai
aiaiai ai
aiaiaiaiaiaiai
aiaiai ai
viado 
viado  eu preciso te ver
tô doida pra te fofocar
eu disse que eu ia fazer
você não quis acreditar
que ontem eu botei pra ferver
hãm  ninguém mandou duvidar
agora ele já entendeu
valesca sabe provocar gostoso
é meu jeito perigoso
várias ficadas e tal
sento e rebolo gostoso
é meu um jeito perigoso
várias ficadas e tal
ai ai ai
aiaiai ai
aiaiaiaiaiaiai
aiaiai ai
aiaiai ai
aiaiaiaiaiaiai
aiaiai ai
viado
beija na boca  viado","funk"
"46450","academia da mãe loira","verônica costa","funk-carioca","e ai mãe loira tá no ponto  
com a mãe loira você malha todo dia
quer ficar sarada  
vem pra minha academia   x 
então agacha   agacha e faz o agachamento   x 
e com a mãe loira calorias vai perdendo
então mexe o corpo todo   mexe   mexe  mexe o corpo todo  ","funk"
"46451","não pare não","vine rodry","funk-carioca","você gosta de tirar foto
e posta no instagram
você ganha várias curtidas
pública pra geral
chega de lado
com bumbum impinadinho
entre quatro paredes
você é fenomenal
tô naquele pique
eas novinhas quer vim de goma
cheio de dinheiro
e muito money pra gastar
não demora porque o chandon
já tá no gelo
e hoje eu te quero ver
ficando de pernas pro ar
de pernas pro ar
de pernas pro ar
de pernas pro ar
ah ahh    ahh    ahh
vêm não pare
vêm devagarinho
desce rebolando
com a mão no joelho no
desce jeito
você me fascina
me faz delirar
não para não
não pare não
vêm não pare
vem devagarinho
desce rebolando
com a mão no joelhinho
desce jeito me alucina
me faz delirar
não pare não
não para não","funk"
"46452","boy magia","valesca popozuda","funk-carioca","um boy magia  um boy magia
to querendo  um bofe desse  lá em casa todo dia
um boy magia  um boy magia
que entenda do babado  bem dotado de ousadia
um boy magia  um boy magia
que seja bem carinhoso mas também tenha pegada
que saiba fazer gostoso  que tope qualquer parada
to querendo lavar roupa no tanquinho dele
vou matar a sua fome  se ele matar minha sede
um gato todo trabalhado no estilo bem perfumado
que tem um sorriso lindo  que não seja encolerado
um príncipe a cavalo  quem é que não quer 
o carro pode não ser zero  mas só não me vem a pé
to querendo um bofe desse  lá em casa todo dia
um boy magia  um boy magia
que entenda do babado  bem dotado de ousadia
um boy magia  um boy magia
que seja bem carinhoso mas também tenha pegada
que saiba fazer gostoso  que tope qualquer parada
to querendo lavar roupa no tanquinho dele
vou matar a sua fome  se ele matar minha sede
um gato todo trabalhado no estilo bem perfumado
que tem um sorriso lindo  que não seja encolerado
um príncipe a cavalo  quem e que não quer 
o carro pode não ser zero  mas só não me vem a pé
to querendo um bofe desse  la em casa todo dia
um boy magia  um boy magia
que entenda do babado  bem dotado de ousadia
um boy magia  um boy magia
to querendo um bofe desse  la em casa todo dia
um boy magia  um boy magia
que entenda do babado  bem dotado de ousadia
um boy magia  um boy magia
um boy magia  um boy magia
um boy magia  um boy magia
um boy magia  um boy magia","funk"
"46453","firestone (remix) (vine rodry, kygo, hardwell,thomas newson, nom de strip, vine vibes)","vine rodry","funk-carioca","eu sou uma chama  você é fogo
corrigir
eu sou o escuro que precisa da luz
quando nos tocamos você inspira
sinto que está me mudando esta noite
então me leve  leve me mais alto
há um mundo não muito longe daqui
podemos dançar no desejo
ou podemos queimar de amor esta noite
nossos corações são como
pedras resistentes ao fogo
e quando eles atacam
sentimos o amor
faíscas vão voar
eles inflamam nossos ossos
e quando eles atacam
nós iluminamos o mundo
nós iluminamos o mundo
oh  whoa
mundo
oh  whoa
pedra resistente ao fogo
eu sou de x
você é de y
perfeitos estranhos na noite
aqui estamos  reunidos
para o mundo que vamos testemunhar
nossos corações são como
pedras resistentes ao fogo
e quando eles atacam
sentimos o amor
faíscas vão voar
eles inflamam nossos ossos
e quando eles atacam
nós iluminamos o mundo","funk"
"46454","dançando no meu som","vine rodry","funk-carioca","dance comigo
até a música acabar
descendo até em baixo
ela não para de dançar
que a festa começa
e não tem hora pra acabar
ela vai me provocar
então não para de dançar
dançando até o chão
que eu perco a noção
essa mina ta demais
ela não para de dançar
então desce rebola
empina depois joga
rebolando de um jeito
que me faz delirar
então desce rebola
empina e depois joga
rebolando até em baixo
dançando de um jeito
que me faz pirar
então desce rebola
empina depois joga
rebolando de um jeito
que me faz delirar
então desce rebola
empina e depois joga
rebolando até em baixo
de um jeito que me faz pirar
não pare de dançar","funk"
"46455","beijinho no ombro (versão juntas arrasamos)","valesca popozuda","funk-carioca","desejo a todas as amigas vida longa
unidas  vamos conquistar ainda mais vitórias
e vamo em frente  a parceria é nossa onda
sem intriga  sem caô  amiga colabora
a gente junta não precisa de escudo
voa mais alto  agora as minas tão com tudo
no camarote tem lugar para você
sem essa de disputa é bem melhor  você vai ver
sororidade aqui é a palavra chave
keep calm  vou explicar pra quem não sabe
sororidade é respeito e união
entre as mulheres  quem tá nessa sai do chão
 refrão 
beijinho no ombro  o recalque é passado 
tamo arrasando  vamos juntas lado a lado 
beijinho no ombro  eu mando pra competição
juntas arrasamos  o bonde faz assim com a mão","funk"
"46456","te agradeço","warley cruz","funk-carioca","sentia sufocado e as vezes a te comedo
a tua ajuda senhor que me livrou do desespero
os transtornos que assolava de noite e de dia
trazia vários problemas complicava a minha vida
o sol brilhava eu como sempre na fé
perseverando em jesus cristo pra poder ficar de pé
misericórdia deus ouve a minha oração
ao redor meu ponha proteção
medito a minha vida em tua lei senhor
orando pelo ímpio e o escarnecedor
meu pai eu sei que eu sou um escolhido
guardei minha fé pro evangelho levar
jesus me ama e eu sei que es comigo
pois deus jamais ira me abandona
tu es meu senhor o meu maior prazer
o meu único bem razão do meu viver
pra combater o mal com seu poder
pai livra os perdidos para não morre
é que nesse mundão ciladas e maldição
é so deus pra livra e te dar a proteção
a voz de deus você escutou
com certeza amigo ele te abençoou
refrão
te agradeço deus da salvação
que me trouxe pra luz livrou da escuridão
não esperava que o santo criador
ia me transforma no servo do senhor
te agradeço deus da salvação
que me trouxe pra luz livrou da escuridão
não esperava que o santo criador
ia me transforma no servo do senhor","funk"
"46457","segunda chance","warley cruz","funk-carioca","observando esses fatos que acontece aqui
eu vejo alguns camaradas que não pode sorri
as escondidas rolam lagrimas que agente não vê
mas você tem que ser forte e não da o braço a torcer
e ai parceiro chega aqui pra gente levar um papo
você sempre me aconselho quando eu estava errado
hoje eu estou numa boa e você desse jeito
mas se obstáculo encontro escute o papo reto
segunda chance todo mundo tem é só busca
por isso ouvi bem o papo reto que eu vim te da
vivenciando o dia a dia eu contei essa historia
mantenha sempre fé em deus e não desista agora
pois la no céu existe uma luz que sempre brilha
que nos da força nos acorda e nos ilumina
por isso firme o pé no chão e olhe para frente
eu sei que você é capaz de ser um consciente
quando alguém te falar que não tem mais jeito
pegue com cristo que é seu direito
se alguém um dia te magoar não faça o mesmo procure a perdoar
quando alguém te falar que não tem mais jeito
pegue com cristo que é seu direito
se alguém um dia te magoar não faça o mesmo procure a perdoar
e ai parceiro chega aqui pra gente levar um papo
você sempre me aconselho quando eu estava errado
hoje eu estou numa boa e você desse jeito
mas se obstáculo encontro escute o papo reto
segunda chance todo mundo tem é só busca
por isso ouvi bem o papo reto que eu vim te da
vivenciando o dia a dia eu contei essa historia
mantenha sempre fé em deus e não desista agora
pois la no céu existe uma luz que sempre brilha
que nos da força nos acorda e nos ilumina
por isso firme o pé no chão e olhe para frente
eu sei que você é capaz de ser um consciente
quando alguém te falar que não tem mais jeito
pegue com cristo que é seu direito
se alguém um dia te magoar
não faça o mesmo procure a perdoar
quando alguém te falar que não tem mais jeito
pegue com cristo que é seu direito
se alguém um dia te magoar
não faça o mesmo procure a perdoar","funk"
"46458","que alegria","warley cruz","funk-carioca","quero o deus te adora todo dia quero contempla a tua glória
o meu coração alegra é pra arrebentar pisa na cabeça do maligno e a deus adora
o senhor meu deus agradeço por esta cantando eu to curtindo com alegria e com o teu povo festejando pois tua graça e justiça é que me basta louvando me alegro dançando assim todo mal se afasta é suas maravilhas é o que me faz feliz mostrando o mundo inteiro a verdade que o senhor diz rei majestade em ti eu creio ergo minhas mãos em nome desse amor te entrego minha e confesso que jeus cristo ele eé nosso senhor que alegria
refrão
quero o deus te adora todo dia quero contempla a tua glória
o meu coração alegra é pra arrebentar pisa na cabeça do maligno e a deus adora","funk"
"46459","preciso de ti","warley cruz","funk-carioca","oo uoo uouoo oo uo u ouo
oo uoo uouoo oo uo u ouo
eu precisava de acordar pra vida
tudo que deus me ensinou
foi amar minha família
vários momentos que passei
não tem como esquecer
parece que tudo isso ia me fazer sofre
com a falta de amor falta de acreditar
que deus existe para me fazer caminhar
seguindo minha fé escutando sua voz
nas minhas orações eu escalo a minha voz
revela mostra toca em mim o teu amor me faz sentir
a tua benção o meu clamor é o que toca em mim
eu preciso de ti eu preciso de ti eu preciso de o pai o pai
oo uoo uouoo oo uo u ouo
oo uoo uouoo oo uo u ouo
eu precisava de acordar pra vida
tudo que deus me ensinou
foi amar minha família
vários momentos que passei
não tem como esquecer
parece que tudo isso ia me fazer sofre
com a falta de amor falta de acreditar
que deus existe para me fazer caminhar
seguindo minha fé escutando sua voz
nas minhas orações eu escalo a minha voz
revela mostra toca em mim o teu amor me faz sentir
a tua benção o meu clamor é o que toca em mim
eu preciso de ti eu preciso de ti eu preciso de o pai o pai","funk"
"46460","pra tudo dar certo","warley cruz","funk-carioca","pra tudo dar certo nessa viva
mantenha a fé que o poder
que traz conquista
continuando essa jornada que é longa
a humildade é praticada na resposnsa
pra ser de processo tudo mundo sabe
mantenha o respeito com atividade
uma vez pode erra duas vezes é muito
morre gente a cada instante pra vir
mais no mundo  a lei da natureza
não tarda e não falha   anos na prisão
por minha vida errada graças adeus paguei
tudo que eu devia estou de volta pra favela
um brinde alegria
pra tudo da certo nessa viva
mantenha a fé que o poder
que traz conquista
continuando essa jornada que é longa
a humildade é praticada na resposnsa
pra tudo dar certo nessa viva
mantenha a fé que o poder
que traz conquista
continuando essa jornada que é longa
a humildade é praticada na resposnsa
de frente pras muralhas vou sair no portão
não quero ser mais um rapaz visto com um ladrão
e a sociedade sera vai me julga daqui pra frente
a deus crime eu quero e trabalhar
ganhar o meu dinheiro com meu próprio
suor vida do crime vai da terra das cinzas ao pó
ai é sem massagem para os pais decepção
tive a sorte de ser preso e não ir pro caixão
pra tudo da certo nessa viva
mantenha a fé que o poder
que traz conquista
continuando essa jornada que é longa
a humildade é praticada na resposnsa
pra tudo da certo nessa viva
mantenha a fé que o poder
que traz conquista
continuando essa jornada que é longa
a humildade é praticada na resposnsa","funk"
"46461","meu mestre","warley cruz","funk-carioca","mestre meu salvador
filho unigênito do pai
és o meu senhor
com honra
e com louvor
na sua busca
eu quero mais
bem mais do teu amor
renova aliança contigo meu deus
obrigado por tudo porque me escolheu
atende o clamor deste servo teu
estou tão feliz teu amor preencheu
renova aliança contigo meu deus
obrigado por tudo porque me escolheu
atende o clamor deste servo teu
estou tão feliz teu amor preencheu
mestre meu salvador
filho unigênito do pai
és o meu senhor
com honra
e com louvor
na sua busca
eu quero mais
bem mais do teu amor
renova aliança contigo meu deus
obrigado por tudo porque me escolheu
atende o clamor deste servo teu
estou tão feliz teu amor preencheu
renova aliança contigo meu deus
obrigado por tudo porque me escolheu
atende o clamor deste servo teu
estou tão feliz teu amor preencheu","funk"
"46462","deus tira da forca","warley cruz","funk-carioca","quem via você passa até comentava
olha lá o droguinha da madrugada
nem família na quebrada ele tinha
sua mãe e seu pai te abandonou na favelinha
o inesperado aconteceu veio e aconteceu o convite
eu quero ver tu deter ou tomar esse quit
o inimigo dos inimigos pôs nas suas costas
uma escopeta uma granada radio e varias drogas
todo perdido pouca escolha entrou pro tudo
pois nesse mundo da escuridão que ele viu tudo
em varias poça de sangue ele pisou
em varias almas perdidas ele tropeçou
pois quando o anjo é escolhido deus deixa passar
por varias provas pra ter testemunho pra contar
no meio da escuridão ele conseguiu
encontrar uma luz e ali então surgiu
o guardião dos guardiões contra o diabo é guerra
um anjo novo restaurado nascido da terra
deus te escolheu pra pregar toda verdade
pregar pro mundo e pregar pra toda comunidade
não adianta  você querer fugir
deus quando te escolhe irmão
ele faz um anjo surgi
pra te provar que ele é deus é o poder
so ele pode te tirar da forca e livra você
não adianta  você querer fugir
deus quando te escolhe irmão
ele faz um anjo surgi
pra te provar que ele é deus é o poder
so ele pode te tirar da forca e livra você
so ele pode te tirar da forca e livra você
so ele pode te tirar da forca
não adianta  você querer fugir não
deus quanto te escolhe irmão
ele te prova que ele existe","funk"
"46463","deus é mais","warley cruz","funk-carioca","meus pé já não sentem mais o chão
me sinto em cima de uma nuvem cheia de unção
é alta de deus cheio de glória
fogo é poder conquista e vitória
aceitei jesus no seu coração
deixe seu nome gravado no livro da vida irmão
aceitei jesus no seu coração
deixe seu nome gravado no livro da vida irmão
deus é mais  deus é mais deus é mais é a nossa paz
deus é mais  deus é mais deus é mais ele é a nossa paz
meus pé já não sentem mais o chão
me sinto em cima de uma nuvem cheia de unção
é alta de deus cheio de glória
fogo é poder conquista e vitória
aceitei jesus no seu coração
deixe seu nome gravado no livro da vida irmão
aceitei jesus no seu coração
deixe seu nome gravado no livro da vida irmão
deus é mais  deus é mais deus é mais é a nossa paz
deus é mais  deus é mais deus é mais ele é a nossa paz","funk"
"46464","o caminho","warley cruz","funk-carioca","na fé em jesus cristo sempre viverei
em verdade o celebrarei
na fé em jesus cristo permanecerei
e os seus caminhos eu o seguirei
no caminho errado onde eu sempre andava
era muito tormento uma vida atribulada
sempre que o mal tentava me ceifar
sua mãos poderosas estavam a me salvar
e dos meus pecados eu fui redimindo
para gloria de deus sou testemunho vivo
hoje dou gloria a deus meu rei e meu senhor
que sempre esteve comigo e nunca abandonou
na fé em jesus cristo sempre viverei
em verdade o celebrarei
na fé em jesus cristo permanecerei
e os seus caminhos eu o seguirei
por que o senhor é digno de toda honra
e todo louvor eis me aqui em adoração
na fé em jesus cristo sempre viverei
em verdade o celebrarei
na fé em jesus cristo permanecerei
e os seus caminhos eu o seguirei
no caminho errado onde eu sempre andava
era muito tormento uma vida atribulada
sempre que o mal tentava me ceifar
sua mãos poderosas estavam a me salvar
e dos meus pecados eu fui redimindo
para gloria de deus sou testemunho vivo
hoje dou gloria a deus meu rei e meu senhor
que sempre esteve comigo e nunca abandonou
na fé em jesus cristo sempre viverei
em verdade o celebrarei
na fé em jesus cristo permanecerei
e os seus caminhos eu o seguirei","funk"
"46465","certo é o certo","warley cruz","funk-carioca","o certo é o certo
o errado é o errado
toma cuidado parceiro
pra tu não ser cobrado
segue a tua vida de cabeça erguida
seja mais você que deus te ilumina
nas rimas eu desabafo falo serio o aliado
guardo e fica ligado de jesus sou enviado
se tua assisti jornal pra se manter informado
escute o puro consciente também vai ficar ligado
eu sou da diretoria minha palavras são certas
não pode dar mole não por que o que é luz vira trevas
nunca durma na pista aliado seja você na atividade
representa a periferia
pois jesus cristo é o caminho e a verdade
eu não quero te ver caído na vala
nem furado de bala
não entra no embalo de quem ta errado
o certo é o certo na quebrada
o certo é o certo
o errado é o errado
toma cuidado parceiro
pra tu não ser cobrado
segue a tua vida
de cabeça erguida
seja mais você que deus te ilumina","funk"
"46466","estou na fé","warley cruz","funk-carioca","estou na fé com jesus cristo o rei
com toda hora e toda glória o celebrarei
permaneço no teu ensino então
com alegria e muita paz te louvo em adoração
no mundo estava perdido e nunca me encontrava
na escravidão falsa alegria eu carregava magoa
vivia triste e aflito em grande transgressão
que assolava a minha vida e o meu coração
sem solução para os problemas que me arrastava
i a de um lado e pro outro e não achava nada
já na beira do abismo quase me levava
usei o poder que fortalece livra e que me salva
estou na fé com jesus cristo o rei
com toda hora e toda glória o celebrarei
permaneço no teu ensino então
com alegria e muita paz te louvo em adoração
estou na fé com jesus cristo o rei
com toda hora e toda glória o celebrarei
permaneço no teu ensino então
com alegria e muita paz te louvo em adoração
graças a deus hoje o senhor ele me resgato
livro do mal tiro do abismo e ainda me deu amor
como é bom senhor jesus as suas maravilhas
me deu vitória e me livro de todas armadilhas
deixo aqui esse relato como sempre eu quis
o glória deus o aleluia hoje eu sou feliz
pois o senhor é meu alto refúgio
guardei minha fé graças a deus e não perdi pro mundo","funk"
"46467","noite linda","warley cruz","funk-carioca","que noite linda toda azul
a lua e as estrelas brilham pra você
essa canção que veio do meu coração
eu dedico a você
pois o teu jeito me conquistou
a luz do teu olhar foi que me iluminou
foi deus que trouxe você pra mim
eu sei que esse romance não vai ter fim
refrão
ouça minha linda a cada dia quero te conquista
te entrego sim o meu amor
saiba que esse momento deus abençoou
que noite linda toda azul
a lua e as estrelas brilham pra você
essa canção que veio do meu coração
eu dedico a você
pois o teu jeito me conquistou
a luz do teu olhar foi que me iluminou
foi deus que trouxe você pra mim
eu sei que esse romance não vai ter fim
refrão
ouça minha linda
a cada dia quero te conquista
te entrego sim o meu amor
saiba que esse momento deus abençoou","funk"
"52916","vou no foco","negão do arizona","funk-carioca","vou no foco
nos progresso
na luta  pra  contar só milhão
o favelado hoje tem vida de chefão
invejoso pé de breck pisa fofo não
atrapalha minha visão
to blindadão a vida é loca meu irmão
refrão
vá em frente
na postura
persistente
vai a luta
não cai não
continua
eu vim mostrar como é que é
nós é guerreiro sagaz
na humildade eu peço a paz
não se jugue um incapaz
vá em frente
fé o pai
vou no foco
nos progresso
na luta pra contar só milhão
o favelado hoje tem vida de chefão
invejoso pé de breck pisa fofo não
atrapalha minha visão
to blindadão a vida é loca meu irmão","funk"
"52917","vibe que arrepia","negão do arizona","funk-carioca","dom
dom dom
toda toda
dom dom dom
dom dom
toda toda
refrão
trás champagne cristal para as gatinha
curti o som
curti a vibe que arrepia
nós  tem  o dom de atrair todas as gatinhas
o baile já está  lotadão 
e a loirinha já caiu na vida
ei minha vida vê se não me subestima
porque é tudo nosso
no fim tu vai cair na vida
minha casa já  tá  bagunçada
 tá  rolando uma festinha
minha piscina já  tá  cheia de mulher  neguim 
hoje a noite é minha
dom
dom dom
toda toda
dom dom dom
dom dom
toda toda
refrão
ei garçom me faz um drink
que hoje vou curtir
a noite  tá  linda  tá  do jeito que eu quis
 tá  sim
 tá  cheio de mulher bonita
 to  rodeado por todas só as  top  de linha
refrão
ei garçom me faz um drink
que hoje vou curtir
a noite  tá  linda  tá  do jeito que eu quis
 tá  sim
 tá  cheio de mulher bonita
 to  rodeado por todas só as  top  de linha
trás  chandon  uísque  pras  gatinhas
curti o som
curti a vibe que arrepia
nós  tem  o dom de atrair todas as gatinhas
o baile já está  lotadão 
e a loirinha já caiu na vida
dom
dom dom
toda toda
dom dom dom
dom dom
toda toda
refrão","funk"
"52918","rasante possante","negão do arizona","funk-carioca","rasante
possante
num pião com a amante
a fiel tá na caça
é perigo constante
refrão
as mulheres são malandras  inteligentes
espertas eu sei
a fiel na captura
meu celular eu desliguei
resolvi dar um perdido
fui partiu pro mundão
tudo esquematizado
to com a gata no pião
 embrasadão  mesmo
noite no sereno
carro com vidro g  ninguém ta vendo
 embrasadão  mesmo
noite no sereno
carro com vidro g   ninguém ta vendo
rasante
possante
num pião com a amante
a fiel tá na caça
é perigo constante","funk"
"52919","pequeno sábio","negão do arizona","funk-carioca","eu sou pequeno mas a minha mente é grande
a sua fé faz você se tornar um gigante
não é por ouro nem prata nem diamante
se  tá  no sangue persista leve adiante
vou em frente irmão
mostra o seu dom  só não deixa subir pra cabeça
vai com humildade com os pés no chão
vou conquistar o mundão desmerecer não vou não
isso mesmo  muleque  visão essa é a chave
vai em frente meu irmão
posso passar tormento mas minha hora vai chegar
quem canta os males espanta deixa a tristeza  pra  lá
foco  força e esperança minha estrela há de brilhar
sem luta não há conquista fé em deus e vamos lá
eu sou pequeno mas a minha mente é grande
a sua fé faz você se tornar um gigante
não é por ouro nem prata nem diamante
se  tá  no sangue persista leve adiante","funk"
"52920","mestre de cerimônia (com bio g3)","negão do arizona","funk-carioca","muitos caem no mundo sem volta
 pra  poder se adiantar
eu cai  hoje sei que o  bagulho  é loco
mas eu prefiro é cantar
posso me expressar
tenho tempo até  pra  raciocinar
uma letra cantada com abas bancadas
é tão gostoso escutar
muitos falam de mim  quero ver passar
pelo que eu passei
eu venci  hoje sou merecedor
com muita luta conquistei
sendo mais um do funk o garoto progrediu
 pra  quem olhou e não deu nada
nós  passou  a mil
de dia mente trabalha a noite a mente
não descansa
sou mestre de cerimônia
cantando eu vou  apampa   pampa   pampa   pampa 
vamos embora  pros  bailes que a madrugada
é uma criança
vamos embora  pros  bailes que a madrugada
é uma criança","funk"
"52921","malendreado","negão do arizona","funk-carioca","ó
malandreado em sintonia
cria da periferia
o bonde é disposição
tô de rolé de carro na favela
ascendo aquela vela
escutando proibidão
após vou refletir na minha vida
como foi sofrida  perdi minha mãezinha
hoje me dedico mais ainda
escrevendo  cantando  sou voz da periferia
peço proteção pra deus de israel
e peço pros anjos da guarda me guardar
minha mãe me traz inspiração do céu
tô blindadão  a vida é louca  e é só pá pá pá
eu peço proteção pra deus de israel
e peço pros anjos da guarda me guardar
minha mãe me traz inspiração do céu
tô blindadão  a vida é louca  eu vim aqui cantar
após vou refletir na minha vida
como foi sofrida  perdi minha mãezinha
hoje me dedico mais ainda
escrevendo  cantando  sou voz da periferia","funk"
"52922","malandreado","negão do arizona","funk-carioca","ó
malandreado em sintonia
cria da periferia
o bonde é disposição
tô de rolé de carro na favela
ascendo aquela vela
escutando proibidão
após vou refletir na minha vida
como foi sofrida  perdi minha mãezinha
hoje me dedico mais ainda
escrevendo  cantando  sou voz da periferia
peço proteção pra deus de israel
e peço pros anjos da guarda me guardar
minha mãe me traz inspiração do céu
tô blindadão  a vida é louca  e é só pá pá pá
eu peço proteção pra deus de israel
e peço pros anjos da guarda me guardar
minha mãe me traz inspiração do céu
tô blindadão  a vida é louca  eu vim aqui cantar
após vou refletir na minha vida
como foi sofrida  perdi minha mãezinha
hoje me dedico mais ainda
escrevendo  cantando  sou voz da periferia","funk"
"52923","obsessão","negão do arizona","funk-carioca","graças a deus
hoje se compacta no auge a tranquilidade
de viver feliz
só contando de  placo  em  placo  dentro
da picape cercado de atriz
no quesito vivendo aprendendo encima do palco
orgulho à  coroa 
hoje em dia ela é madame chique contando
dinheiro morando em lisboa
a mudança da vida é f  a  tem vários que cola
 pra  simpatizar
hoje pode se contar no dedo quem são os
parceiros fieis de fechar
a gatinha  ela  pira  no  kit  vem no apetite
de nos desfrutar
quando da seu primeiro passo  pra  nos agradar
vai ter que rebolar
a imaginação é constante se dê para grande a
minha mansão
novidade acima de tudo vem tomando conta
do quarteirão
desvirtuando as  mente  delas fazendo as
perversas ficar sem noção
ostentando levando a diante mantendo a
humildade com os pés no chão
ostentando levando a diante mantendo a
humildade com os pés no chão
cheguei no limite sem história triste agora
vou mudar de opção
discreto e insano administrando a renda de
ter o meu milhão
são muitos que deixar subir  pra  cabeça
virou obsessão
vida que nós  leva  é repleta de festas e
cercado delas
nós  folga  em leblon
cheguei no limite sem história triste agora
vou mudar de opção
discreto e insano administrando a renda de
ter o meu milhão
são muitos que deixar subir  pra  cabeça
virou obsessão
vida que nós  leva  é repleta de festas e
cercado delas
nós  folga  em leblon","funk"
